sentence,label,agreement
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",neutral,AllAgree
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",neutral,AllAgree
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral,AllAgree
"Includes company and brand share data by category , as well as distribution channel data .",neutral,AllAgree
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral,AllAgree
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral,AllAgree
"Intellisync Wireless Email from Nokia is a full-featured wireless e-mail solution that connects users to their e-mail , calendar , contacts , notes and task lists while away from the office , according to the company .",neutral,50Agree
Investment management and investment advisory services are the company 's sole line of business .,neutral,AllAgree
Investments are not disclosed .,neutral,AllAgree
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,neutral,AllAgree
"ISMS does not disclose its financial results , the daily said .",neutral,AllAgree
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral,AllAgree
"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .",positive,50Agree
It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,neutral,75Agree
It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .,neutral,50Agree
"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange .",neutral,50Agree
"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .",positive,50Agree
It was decided that the auditors are reimbursed according to invoice .,neutral,AllAgree
It will report full-year results on August 22 .,neutral,AllAgree
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",positive,66Agree
Its market share is 6 percent according to AC Nielsen 's 2008 data .,neutral,AllAgree
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",neutral,AllAgree
"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",neutral,AllAgree
"Jobs will not be transferred from Finland , however .",positive,50Agree
Joint procurement will be later extended to the factories in the Baltic countries .,neutral,75Agree
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",neutral,AllAgree
"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .",neutral,75Agree
Karppinen expects the consolidation trend to continue in the Finnish market .,neutral,75Agree
Kaupthing forecasts a significant price increase for printing paper in 2007 .,positive,50Agree
"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",neutral,75Agree
KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,positive,50Agree
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,neutral,AllAgree
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",neutral,AllAgree
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",neutral,AllAgree
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral,AllAgree
"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",neutral,66Agree
"Later on , about 150 Finnish-made houses will be build in the area .",neutral,66Agree
Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral,AllAgree
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral,AllAgree
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",neutral,75Agree
"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .",neutral,75Agree
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),neutral,AllAgree
"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .",neutral,50Agree
"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",positive,75Agree
"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",positive,50Agree
"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",neutral,66Agree
"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",positive,50Agree
"MANAVIGATOR-November 1 , 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ) .",neutral,50Agree
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",neutral,AllAgree
Market data and analytics are derived from primary and secondary research .,neutral,AllAgree
"Martela said plans to expand its recycled furniture business elsewhere in Finland , too .",positive,50Agree
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",neutral,AllAgree
"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",neutral,AllAgree
Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,neutral,75Agree
"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",negative,50Agree
"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",neutral,75Agree
Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 .,neutral,66Agree
"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",neutral,66Agree
"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",positive,66Agree
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,neutral,AllAgree
"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral,AllAgree
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",neutral,AllAgree
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",neutral,75Agree
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,AllAgree
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative,66Agree
ND = Not disclosed .,neutral,AllAgree
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral,AllAgree
Neither of the companies use genetically engineered soy at the moment .,neutral,75Agree
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",neutral,AllAgree
"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .",neutral,66Agree
